Comp	Super.Site	Value	Privacy	Species.mOTUs	Indiv	Part
604812005:tonguedorsum:ref_mOTU_v2_0686	Oral	0.027245387255400003	Not Private	ref_mOTU_v2_0686	604812005	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_0686	Oral	0.028742387054499996	Not Private	ref_mOTU_v2_0686	638754422	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_0686	Oral	0.017443626402099996	Not Private	ref_mOTU_v2_0686	675950834	tonguedorsum
686765762:tonguedorsum:ref_mOTU_v2_0686	Oral	0.0568728385954	Not Private	ref_mOTU_v2_0686	686765762	tonguedorsum
763435843:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.024279170070399994	Private	ref_mOTU_v2_0686	763435843	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.07145841986019999	Private	ref_mOTU_v2_0686	763536994	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0380344838834	Private	ref_mOTU_v2_0686	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.054566087972499996	Private	ref_mOTU_v2_0686	763901136	tonguedorsum
763961826:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.06023385650294	Private	ref_mOTU_v2_0686	763961826	tonguedorsum
763982056:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0574961310951	Private	ref_mOTU_v2_0686	763982056	tonguedorsum
764042746:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.050770920913499995	Private	ref_mOTU_v2_0686	764042746	tonguedorsum
764083206:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.027083127374999995	Private	ref_mOTU_v2_0686	764083206	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.057411882301699996	Private	ref_mOTU_v2_0686	764224817	tonguedorsum
764285508:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.010859467204799994	Private	ref_mOTU_v2_0686	764285508	tonguedorsum
764305738:tonguedorsum:ref_mOTU_v2_0686	Oral	0.052683916138299994	Not Private	ref_mOTU_v2_0686	764305738	tonguedorsum
764325968:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0261787586458	Private	ref_mOTU_v2_0686	764325968	tonguedorsum
764447348:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.07507517897159999	Private	ref_mOTU_v2_0686	764447348	tonguedorsum
764588959:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0573161561162	Private	ref_mOTU_v2_0686	764588959	tonguedorsum
764649650:tonguedorsum:ref_mOTU_v2_0686	Oral	0.03244753961499999	Not Private	ref_mOTU_v2_0686	764649650	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.017589809183900004	Private	ref_mOTU_v2_0686	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_0686	Oral	0.08404818793470001	Not Private	ref_mOTU_v2_0686	765013792	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.061640411285100005	Private	ref_mOTU_v2_0686	765074482	tonguedorsum
765135172:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.06967895759420001	Private	ref_mOTU_v2_0686	765135172	tonguedorsum
765337473:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.031982252131400005	Private	ref_mOTU_v2_0686	765337473	tonguedorsum
765701615:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.002297286276200003	Private	ref_mOTU_v2_0686	765701615	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_0686	Oral	0.0291568203878	Not Private	ref_mOTU_v2_0686	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.04954359885828	Private	ref_mOTU_v2_0686	857980665	tonguedorsum
861967750:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.09278444682944001	Private	ref_mOTU_v2_0686	861967750	tonguedorsum
763496533:throat:ref_mOTU_v2_0686	Oral	-0.11352771628359999	Private	ref_mOTU_v2_0686	763496533	throat
763961826:throat:ref_mOTU_v2_0686	Oral	-0.12932079188652998	Private	ref_mOTU_v2_0686	763961826	throat
675950834:supragingivalplaque:ref_mOTU_v2_0754	Oral	-0.027282819017699994	Private	ref_mOTU_v2_0754	675950834	supragingivalplaque
158883629:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.071496657772558	Private	ref_mOTU_v2_0907	158883629	tonguedorsum
158944319:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.02490233300309999	Private	ref_mOTU_v2_0907	158944319	tonguedorsum
159227541:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1024598470535	Private	ref_mOTU_v2_0907	159227541	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.12142480902800401	Private	ref_mOTU_v2_0907	159551223	tonguedorsum
159611913:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.146784191367871	Private	ref_mOTU_v2_0907	159611913	tonguedorsum
160319967:tonguedorsum:ref_mOTU_v2_0907	Oral	0.07346232122700003	Not Private	ref_mOTU_v2_0907	160319967	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09543446926839999	Private	ref_mOTU_v2_0907	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_0907	Oral	0.0329239783817	Not Private	ref_mOTU_v2_0907	160502038	tonguedorsum
160582958:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.040024571800299995	Private	ref_mOTU_v2_0907	160582958	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_0907	Oral	0.012745009845700001	Not Private	ref_mOTU_v2_0907	160603188	tonguedorsum
246515023:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.013687660411859998	Private	ref_mOTU_v2_0907	246515023	tonguedorsum
508703490:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1298520497777	Private	ref_mOTU_v2_0907	508703490	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.182546239575551	Private	ref_mOTU_v2_0907	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.014561521626999974	Private	ref_mOTU_v2_0907	638754422	tonguedorsum
663835652:tonguedorsum:ref_mOTU_v2_0907	Oral	0.032730086938339994	Not Private	ref_mOTU_v2_0907	663835652	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09020727774650002	Private	ref_mOTU_v2_0907	675950834	tonguedorsum
737052003:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.13471866327289	Private	ref_mOTU_v2_0907	737052003	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.06181517134827	Private	ref_mOTU_v2_0907	763536994	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.006232868226599998	Private	ref_mOTU_v2_0907	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.046143152278000005	Private	ref_mOTU_v2_0907	763901136	tonguedorsum
763982056:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.017652116585399988	Private	ref_mOTU_v2_0907	763982056	tonguedorsum
764143897:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.168976394212581	Private	ref_mOTU_v2_0907	764143897	tonguedorsum
764325968:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.11457646223839998	Private	ref_mOTU_v2_0907	764325968	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09270468355809999	Private	ref_mOTU_v2_0907	764811490	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1432490239112	Private	ref_mOTU_v2_0907	765074482	tonguedorsum
765094712:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.0931041578929	Private	ref_mOTU_v2_0907	765094712	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.0646253387475	Private	ref_mOTU_v2_0907	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.144869630909943	Private	ref_mOTU_v2_0907	857980665	tonguedorsum
158337416:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.061084201577	Private	ref_mOTU_v2_1042	158337416	supragingivalplaque
158499257:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.034092877121100006	Private	ref_mOTU_v2_1042	158499257	supragingivalplaque
158944319:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.044286904649900004	Private	ref_mOTU_v2_1042	158944319	supragingivalplaque
159207311:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.026077311771599998	Private	ref_mOTU_v2_1042	159207311	supragingivalplaque
159268001:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0223248921187	Private	ref_mOTU_v2_1042	159268001	supragingivalplaque
159369152:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.042909462183099996	Private	ref_mOTU_v2_1042	159369152	supragingivalplaque
159571453:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.016805195120799997	Private	ref_mOTU_v2_1042	159571453	supragingivalplaque
160178356:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.02514496672399999	Not Private	ref_mOTU_v2_1042	160178356	supragingivalplaque
160319967:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0023635700698000014	Not Private	ref_mOTU_v2_1042	160319967	supragingivalplaque
160380657:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.011972436761500005	Not Private	ref_mOTU_v2_1042	160380657	supragingivalplaque
160582958:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.1083611404556	Not Private	ref_mOTU_v2_1042	160582958	supragingivalplaque
508703490:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.012906209934299993	Private	ref_mOTU_v2_1042	508703490	supragingivalplaque
604812005:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0104219548507	Private	ref_mOTU_v2_1042	604812005	supragingivalplaque
763496533:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0314632893273	Private	ref_mOTU_v2_1042	763496533	supragingivalplaque
763901136:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.04377561707850001	Private	ref_mOTU_v2_1042	763901136	supragingivalplaque
763961826:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0031738855761000023	Not Private	ref_mOTU_v2_1042	763961826	supragingivalplaque
763982056:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.017096659562599995	Private	ref_mOTU_v2_1042	763982056	supragingivalplaque
764143897:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.045764033372599995	Private	ref_mOTU_v2_1042	764143897	supragingivalplaque
764285508:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0149435509942	Private	ref_mOTU_v2_1042	764285508	supragingivalplaque
764305738:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0332093672334	Not Private	ref_mOTU_v2_1042	764305738	supragingivalplaque
764366428:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.03498656462639999	Private	ref_mOTU_v2_1042	764366428	supragingivalplaque
764508039:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.057484970897	Private	ref_mOTU_v2_1042	764508039	supragingivalplaque
765013792:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.025272589110000007	Not Private	ref_mOTU_v2_1042	765013792	supragingivalplaque
765094712:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.028076813815899992	Private	ref_mOTU_v2_1042	765094712	supragingivalplaque
823052294:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.04747066272929999	Private	ref_mOTU_v2_1042	823052294	supragingivalplaque
158337416:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.10838183876902001	Private	ref_mOTU_v2_1056	158337416	tonguedorsum
158458797:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.010944411163000003	Private	ref_mOTU_v2_1056	158458797	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.16209221392079	Private	ref_mOTU_v2_1056	158883629	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_1056	Oral	0.026116582139000005	Not Private	ref_mOTU_v2_1056	159268001	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0977737632753	Private	ref_mOTU_v2_1056	159551223	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0578971199388	Private	ref_mOTU_v2_1056	160178356	tonguedorsum
160319967:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0614143357615	Private	ref_mOTU_v2_1056	160319967	tonguedorsum
160380657:tonguedorsum:ref_mOTU_v2_1056	Oral	0.039140827499	Not Private	ref_mOTU_v2_1056	160380657	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.11804333724190001	Private	ref_mOTU_v2_1056	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.08458246402209998	Private	ref_mOTU_v2_1056	160502038	tonguedorsum
160582958:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.14121606777974002	Private	ref_mOTU_v2_1056	160582958	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0480667951395	Private	ref_mOTU_v2_1056	160603188	tonguedorsum
508703490:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.12661463298720999	Private	ref_mOTU_v2_1056	508703490	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.12534853135285	Private	ref_mOTU_v2_1056	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.056055826518899995	Private	ref_mOTU_v2_1056	638754422	tonguedorsum
663835652:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.09001742278949999	Private	ref_mOTU_v2_1056	663835652	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0492617189788	Private	ref_mOTU_v2_1056	675950834	tonguedorsum
737052003:tonguedorsum:ref_mOTU_v2_1056	Oral	0.024997258308999987	Not Private	ref_mOTU_v2_1056	737052003	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.1341905523012	Private	ref_mOTU_v2_1056	763577454	tonguedorsum
763820215:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0513412541253	Private	ref_mOTU_v2_1056	763820215	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0981794193547	Private	ref_mOTU_v2_1056	763901136	tonguedorsum
764305738:tonguedorsum:ref_mOTU_v2_1056	Oral	0.028856080126000008	Not Private	ref_mOTU_v2_1056	764305738	tonguedorsum
764325968:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.024555381596999992	Private	ref_mOTU_v2_1056	764325968	tonguedorsum
764366428:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.06617991283909999	Private	ref_mOTU_v2_1056	764366428	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.06552301368539999	Private	ref_mOTU_v2_1056	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0041001460520000005	Private	ref_mOTU_v2_1056	765013792	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.012671777696000003	Private	ref_mOTU_v2_1056	765074482	tonguedorsum
765094712:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.13972709237790001	Private	ref_mOTU_v2_1056	765094712	tonguedorsum
765337473:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0460396577161	Private	ref_mOTU_v2_1056	765337473	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0400657436763	Private	ref_mOTU_v2_1056	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.125148429227	Private	ref_mOTU_v2_1056	857980665	tonguedorsum
861967750:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.0807040905325	Private	ref_mOTU_v2_1056	861967750	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.0786972723861	Private	ref_mOTU_v2_1128	158883629	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_1128	Oral	0.028402863962000008	Not Private	ref_mOTU_v2_1128	159268001	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.040189402137300004	Private	ref_mOTU_v2_1128	159551223	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.022373443869000004	Private	ref_mOTU_v2_1128	160603188	tonguedorsum
246515023:tonguedorsum:ref_mOTU_v2_1128	Oral	0.021700235712600005	Not Private	ref_mOTU_v2_1128	246515023	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.013042054669999997	Private	ref_mOTU_v2_1128	638754422	tonguedorsum
663835652:tonguedorsum:ref_mOTU_v2_1128	Oral	0.013783615611999991	Not Private	ref_mOTU_v2_1128	663835652	tonguedorsum
737052003:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.028696304975400003	Private	ref_mOTU_v2_1128	737052003	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.034293899135699996	Private	ref_mOTU_v2_1128	763536994	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.078022130203599993	Private	ref_mOTU_v2_1128	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.0929079272199	Private	ref_mOTU_v2_1128	763901136	tonguedorsum
763982056:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.008454467661200005	Private	ref_mOTU_v2_1128	763982056	tonguedorsum
764143897:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.0926351922833	Private	ref_mOTU_v2_1128	764143897	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.0724935791727	Private	ref_mOTU_v2_1128	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_1128	Oral	0.027823462671000013	Not Private	ref_mOTU_v2_1128	765013792	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.06855084809789999	Private	ref_mOTU_v2_1128	765074482	tonguedorsum
765094712:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.06835446099940001	Private	ref_mOTU_v2_1128	765094712	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.09042661878389999	Private	ref_mOTU_v2_1128	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_1128	Oral	-0.0453074968389	Private	ref_mOTU_v2_1128	857980665	tonguedorsum
763496533:palatinetonsils:ref_mOTU_v2_1151	Oral	-0.05429304583830001	Private	ref_mOTU_v2_1151	763496533	palatinetonsils
158337416:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0045663535580000025	Private	ref_mOTU_v2_1151	158337416	tonguedorsum
158479027:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.004809170330100004	Private	ref_mOTU_v2_1151	158479027	tonguedorsum
158499257:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.049765210162199994	Private	ref_mOTU_v2_1151	158499257	tonguedorsum
158802708:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0654994611	Private	ref_mOTU_v2_1151	158802708	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.034666881941599996	Private	ref_mOTU_v2_1151	158883629	tonguedorsum
158944319:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.02504697760030001	Private	ref_mOTU_v2_1151	158944319	tonguedorsum
159207311:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.024039736893499995	Private	ref_mOTU_v2_1151	159207311	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0699139917732	Not Private	ref_mOTU_v2_1151	159268001	tonguedorsum
159369152:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.060768304729100005	Private	ref_mOTU_v2_1151	159369152	tonguedorsum
159571453:tonguedorsum:ref_mOTU_v2_1151	Oral	0.10580565702599999	Not Private	ref_mOTU_v2_1151	159571453	tonguedorsum
159753524:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.06142100391840001	Private	ref_mOTU_v2_1151	159753524	tonguedorsum
160158126:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0671417900037	Private	ref_mOTU_v2_1151	160158126	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_1151	Oral	0.041923626388200005	Not Private	ref_mOTU_v2_1151	160178356	tonguedorsum
160319967:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0446844352044	Private	ref_mOTU_v2_1151	160319967	tonguedorsum
160380657:tonguedorsum:ref_mOTU_v2_1151	Oral	0.08059614523369998	Not Private	ref_mOTU_v2_1151	160380657	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.028398217876699994	Private	ref_mOTU_v2_1151	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_1151	Oral	0.046531572662000004	Not Private	ref_mOTU_v2_1151	160502038	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_1151	Oral	0.070257674719	Not Private	ref_mOTU_v2_1151	160603188	tonguedorsum
338793263:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0030377857174000017	Not Private	ref_mOTU_v2_1151	338793263	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0381058006579	Private	ref_mOTU_v2_1151	550534656	tonguedorsum
604812005:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.031756011088	Private	ref_mOTU_v2_1151	604812005	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_1151	Oral	5.741592069000018e-4	Not Private	ref_mOTU_v2_1151	675950834	tonguedorsum
686765762:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0664325319759	Not Private	ref_mOTU_v2_1151	686765762	tonguedorsum
763435843:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.03655196445759999	Private	ref_mOTU_v2_1151	763435843	tonguedorsum
763820215:tonguedorsum:ref_mOTU_v2_1151	Oral	0.021993260055199998	Not Private	ref_mOTU_v2_1151	763820215	tonguedorsum
763840445:tonguedorsum:ref_mOTU_v2_1151	Oral	0.049549626168700005	Not Private	ref_mOTU_v2_1151	763840445	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0333415906694	Not Private	ref_mOTU_v2_1151	763901136	tonguedorsum
763961826:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0895084749559	Private	ref_mOTU_v2_1151	763961826	tonguedorsum
764083206:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.014374504710100003	Private	ref_mOTU_v2_1151	764083206	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_1151	Oral	0.008683673991099997	Not Private	ref_mOTU_v2_1151	764224817	tonguedorsum
764285508:tonguedorsum:ref_mOTU_v2_1151	Oral	0.01207326335709999	Not Private	ref_mOTU_v2_1151	764285508	tonguedorsum
764487809:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.082808077021	Private	ref_mOTU_v2_1151	764487809	tonguedorsum
764508039:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0358492570708	Not Private	ref_mOTU_v2_1151	764508039	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.0270442875073	Private	ref_mOTU_v2_1151	765013792	tonguedorsum
765135172:tonguedorsum:ref_mOTU_v2_1151	Oral	-0.06024437485070001	Private	ref_mOTU_v2_1151	765135172	tonguedorsum
765337473:tonguedorsum:ref_mOTU_v2_1151	Oral	0.029997111259300005	Not Private	ref_mOTU_v2_1151	765337473	tonguedorsum
765701615:tonguedorsum:ref_mOTU_v2_1151	Oral	0.018122093973300002	Not Private	ref_mOTU_v2_1151	765701615	tonguedorsum
809635352:tonguedorsum:ref_mOTU_v2_1151	Oral	0.018117448469100003	Not Private	ref_mOTU_v2_1151	809635352	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_1151	Oral	0.0201406571	Not Private	ref_mOTU_v2_1151	823052294	tonguedorsum
763496533:palatinetonsils:ref_mOTU_v2_1402	Oral	-0.1240523099095	Private	ref_mOTU_v2_1402	763496533	palatinetonsils
158337416:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0821533217382	Private	ref_mOTU_v2_1402	158337416	tonguedorsum
158479027:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0139962880521	Private	ref_mOTU_v2_1402	158479027	tonguedorsum
158499257:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.013856248936799993	Private	ref_mOTU_v2_1402	158499257	tonguedorsum
158802708:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0874876304811	Private	ref_mOTU_v2_1402	158802708	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_1402	Oral	0.0030298052175000006	Not Private	ref_mOTU_v2_1402	158883629	tonguedorsum
158944319:tonguedorsum:ref_mOTU_v2_1402	Oral	0.0229442836876	Not Private	ref_mOTU_v2_1402	158944319	tonguedorsum
159207311:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0110918185658	Private	ref_mOTU_v2_1402	159207311	tonguedorsum
159227541:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.03622484290940001	Private	ref_mOTU_v2_1402	159227541	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_1402	Oral	0.01719513832599999	Not Private	ref_mOTU_v2_1402	159268001	tonguedorsum
159369152:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.006346229429299993	Private	ref_mOTU_v2_1402	159369152	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.025590262009299994	Private	ref_mOTU_v2_1402	159551223	tonguedorsum
159571453:tonguedorsum:ref_mOTU_v2_1402	Oral	0.025868063598000007	Not Private	ref_mOTU_v2_1402	159571453	tonguedorsum
159753524:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0445279866221	Private	ref_mOTU_v2_1402	159753524	tonguedorsum
159814214:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0385846393644	Private	ref_mOTU_v2_1402	159814214	tonguedorsum
160158126:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0496450949498	Private	ref_mOTU_v2_1402	160158126	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_1402	Oral	1.6577715899999956e-4	Not Private	ref_mOTU_v2_1402	160178356	tonguedorsum
160319967:tonguedorsum:ref_mOTU_v2_1402	Oral	0.03767911958550001	Not Private	ref_mOTU_v2_1402	160319967	tonguedorsum
160380657:tonguedorsum:ref_mOTU_v2_1402	Oral	0.0641816925259	Not Private	ref_mOTU_v2_1402	160380657	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_1402	Oral	0.097582294061	Not Private	ref_mOTU_v2_1402	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_1402	Oral	0.06479885256550001	Not Private	ref_mOTU_v2_1402	160502038	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.054964315490000006	Private	ref_mOTU_v2_1402	160603188	tonguedorsum
246515023:tonguedorsum:ref_mOTU_v2_1402	Oral	0.04942065925350002	Not Private	ref_mOTU_v2_1402	246515023	tonguedorsum
338793263:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.013157771546899996	Private	ref_mOTU_v2_1402	338793263	tonguedorsum
370425937:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.0839623837164	Private	ref_mOTU_v2_1402	370425937	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_1402	Oral	-0.015414756913700006	Private	ref_mOTU_v2_1402	550534656	tonguedorsum
604812005:tonguedorsum:ref_mOTU_v2_1402	Oral	0.011228536876999998	Not Private	ref_mOTU_v2_1402	604812005	tonguedorsum
