Comp.m	Super.Site.m	Value.m	Privacy.m	Species.mOTUs.m	Indiv.m	Part.m	Ref	Comp.f	Super.Site.f	Value.f	Privacy.f	Species	Indiv.f	Part.f	Species.mOTUs.f	Sign
338793263:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.03446700000380001	Private	ref_mOTU_v2_0686	338793263	tonguedorsum	338793263:tonguedorsum:ref_mOTU_v2_0686	338793263:tonguedorsum:553174	Oral	-0.032204361549	Private	553174	338793263	tonguedorsum	ref_mOTU_v2_0686	Remained
508703490:tonguedorsum:ref_mOTU_v2_0686	Oral	0.023196100666599995	Not Private	ref_mOTU_v2_0686	508703490	tonguedorsum	508703490:tonguedorsum:ref_mOTU_v2_0686	508703490:tonguedorsum:553174	Oral	0.006535363513999998	Not Private	553174	508703490	tonguedorsum	ref_mOTU_v2_0686	Remained
550534656:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0391571398328	Private	ref_mOTU_v2_0686	550534656	tonguedorsum	550534656:tonguedorsum:ref_mOTU_v2_0686	550534656:tonguedorsum:553174	Oral	-0.0539362467916	Private	553174	550534656	tonguedorsum	ref_mOTU_v2_0686	Remained
604812005:tonguedorsum:ref_mOTU_v2_0686	Oral	0.027245387255400003	Not Private	ref_mOTU_v2_0686	604812005	tonguedorsum	604812005:tonguedorsum:ref_mOTU_v2_0686	604812005:tonguedorsum:553174	Oral	0.011638320194800003	Not Private	553174	604812005	tonguedorsum	ref_mOTU_v2_0686	Remained
638754422:tonguedorsum:ref_mOTU_v2_0686	Oral	0.028742387054499996	Not Private	ref_mOTU_v2_0686	638754422	tonguedorsum	638754422:tonguedorsum:ref_mOTU_v2_0686	638754422:tonguedorsum:553174	Oral	0.0190165213464	Not Private	553174	638754422	tonguedorsum	ref_mOTU_v2_0686	Remained
675950834:tonguedorsum:ref_mOTU_v2_0686	Oral	0.017443626402099996	Not Private	ref_mOTU_v2_0686	675950834	tonguedorsum	675950834:tonguedorsum:ref_mOTU_v2_0686	675950834:tonguedorsum:553174	Oral	0.007425128247000007	Not Private	553174	675950834	tonguedorsum	ref_mOTU_v2_0686	Remained
686765762:tonguedorsum:ref_mOTU_v2_0686	Oral	0.0568728385954	Not Private	ref_mOTU_v2_0686	686765762	tonguedorsum	686765762:tonguedorsum:ref_mOTU_v2_0686	686765762:tonguedorsum:553174	Oral	0.024159384359699998	Not Private	553174	686765762	tonguedorsum	ref_mOTU_v2_0686	Remained
763435843:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.024279170070399994	Private	ref_mOTU_v2_0686	763435843	tonguedorsum	763435843:tonguedorsum:ref_mOTU_v2_0686	763435843:tonguedorsum:553174	Oral	-0.0369345138809	Private	553174	763435843	tonguedorsum	ref_mOTU_v2_0686	Remained
763536994:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.07145841986019999	Private	ref_mOTU_v2_0686	763536994	tonguedorsum	763536994:tonguedorsum:ref_mOTU_v2_0686	763536994:tonguedorsum:553174	Oral	-0.0888712849771	Private	553174	763536994	tonguedorsum	ref_mOTU_v2_0686	Remained
763577454:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0380344838834	Private	ref_mOTU_v2_0686	763577454	tonguedorsum	763577454:tonguedorsum:ref_mOTU_v2_0686	763577454:tonguedorsum:553174	Oral	-0.0448600718541	Private	553174	763577454	tonguedorsum	ref_mOTU_v2_0686	Remained
763901136:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.054566087972499996	Private	ref_mOTU_v2_0686	763901136	tonguedorsum	763901136:tonguedorsum:ref_mOTU_v2_0686	763901136:tonguedorsum:553174	Oral	-0.0744910401329	Private	553174	763901136	tonguedorsum	ref_mOTU_v2_0686	Remained
763961826:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.06023385650294	Private	ref_mOTU_v2_0686	763961826	tonguedorsum	763961826:tonguedorsum:ref_mOTU_v2_0686	763961826:tonguedorsum:553174	Oral	-0.08446064990666001	Private	553174	763961826	tonguedorsum	ref_mOTU_v2_0686	Remained
763982056:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0574961310951	Private	ref_mOTU_v2_0686	763982056	tonguedorsum	763982056:tonguedorsum:ref_mOTU_v2_0686	763982056:tonguedorsum:553174	Oral	-0.05698935047425	Private	553174	763982056	tonguedorsum	ref_mOTU_v2_0686	Remained
764042746:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.050770920913499995	Private	ref_mOTU_v2_0686	764042746	tonguedorsum	764042746:tonguedorsum:ref_mOTU_v2_0686	764042746:tonguedorsum:553174	Oral	-0.0605445976729	Private	553174	764042746	tonguedorsum	ref_mOTU_v2_0686	Remained
764083206:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.027083127374999995	Private	ref_mOTU_v2_0686	764083206	tonguedorsum	764083206:tonguedorsum:ref_mOTU_v2_0686	764083206:tonguedorsum:553174	Oral	-0.032991314248900006	Private	553174	764083206	tonguedorsum	ref_mOTU_v2_0686	Remained
764224817:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.057411882301699996	Private	ref_mOTU_v2_0686	764224817	tonguedorsum	764224817:tonguedorsum:ref_mOTU_v2_0686	764224817:tonguedorsum:553174	Oral	-0.06931097413699999	Private	553174	764224817	tonguedorsum	ref_mOTU_v2_0686	Remained
764285508:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.010859467204799994	Private	ref_mOTU_v2_0686	764285508	tonguedorsum	764285508:tonguedorsum:ref_mOTU_v2_0686	764285508:tonguedorsum:553174	Oral	-0.0253127654904	Private	553174	764285508	tonguedorsum	ref_mOTU_v2_0686	Remained
764305738:tonguedorsum:ref_mOTU_v2_0686	Oral	0.052683916138299994	Not Private	ref_mOTU_v2_0686	764305738	tonguedorsum	764305738:tonguedorsum:ref_mOTU_v2_0686	764305738:tonguedorsum:553174	Oral	0.05346313193220001	Not Private	553174	764305738	tonguedorsum	ref_mOTU_v2_0686	Remained
764325968:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0261787586458	Private	ref_mOTU_v2_0686	764325968	tonguedorsum	764325968:tonguedorsum:ref_mOTU_v2_0686	764325968:tonguedorsum:553174	Oral	-0.028129105152500007	Private	553174	764325968	tonguedorsum	ref_mOTU_v2_0686	Remained
764447348:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.07507517897159999	Private	ref_mOTU_v2_0686	764447348	tonguedorsum	764447348:tonguedorsum:ref_mOTU_v2_0686	764447348:tonguedorsum:553174	Oral	-0.09583127041190001	Private	553174	764447348	tonguedorsum	ref_mOTU_v2_0686	Remained
764588959:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.0573161561162	Private	ref_mOTU_v2_0686	764588959	tonguedorsum	764588959:tonguedorsum:ref_mOTU_v2_0686	764588959:tonguedorsum:553174	Oral	-0.0585517702445	Private	553174	764588959	tonguedorsum	ref_mOTU_v2_0686	Remained
764649650:tonguedorsum:ref_mOTU_v2_0686	Oral	0.03244753961499999	Not Private	ref_mOTU_v2_0686	764649650	tonguedorsum	764649650:tonguedorsum:ref_mOTU_v2_0686	764649650:tonguedorsum:553174	Oral	0.011921181500000017	Not Private	553174	764649650	tonguedorsum	ref_mOTU_v2_0686	Remained
764811490:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.017589809183900004	Private	ref_mOTU_v2_0686	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_0686	764811490:tonguedorsum:553174	Oral	-0.02293446415320001	Private	553174	764811490	tonguedorsum	ref_mOTU_v2_0686	Remained
765013792:tonguedorsum:ref_mOTU_v2_0686	Oral	0.08404818793470001	Not Private	ref_mOTU_v2_0686	765013792	tonguedorsum	765013792:tonguedorsum:ref_mOTU_v2_0686	765013792:tonguedorsum:553174	Oral	0.0648847176052	Not Private	553174	765013792	tonguedorsum	ref_mOTU_v2_0686	Remained
765074482:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.061640411285100005	Private	ref_mOTU_v2_0686	765074482	tonguedorsum	765074482:tonguedorsum:ref_mOTU_v2_0686	765074482:tonguedorsum:553174	Oral	-0.0772666136733	Private	553174	765074482	tonguedorsum	ref_mOTU_v2_0686	Remained
765135172:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.06967895759420001	Private	ref_mOTU_v2_0686	765135172	tonguedorsum	765135172:tonguedorsum:ref_mOTU_v2_0686	765135172:tonguedorsum:553174	Oral	-0.0750122518976	Private	553174	765135172	tonguedorsum	ref_mOTU_v2_0686	Remained
765337473:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.031982252131400005	Private	ref_mOTU_v2_0686	765337473	tonguedorsum	765337473:tonguedorsum:ref_mOTU_v2_0686	765337473:tonguedorsum:553174	Oral	-0.0438637210721	Private	553174	765337473	tonguedorsum	ref_mOTU_v2_0686	Remained
823052294:tonguedorsum:ref_mOTU_v2_0686	Oral	0.0291568203878	Not Private	ref_mOTU_v2_0686	823052294	tonguedorsum	823052294:tonguedorsum:ref_mOTU_v2_0686	823052294:tonguedorsum:553174	Oral	0.02083424779649999	Not Private	553174	823052294	tonguedorsum	ref_mOTU_v2_0686	Remained
857980665:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.04954359885828	Private	ref_mOTU_v2_0686	857980665	tonguedorsum	857980665:tonguedorsum:ref_mOTU_v2_0686	857980665:tonguedorsum:553174	Oral	-0.06814797585796	Private	553174	857980665	tonguedorsum	ref_mOTU_v2_0686	Remained
861967750:tonguedorsum:ref_mOTU_v2_0686	Oral	-0.09278444682944001	Private	ref_mOTU_v2_0686	861967750	tonguedorsum	861967750:tonguedorsum:ref_mOTU_v2_0686	861967750:tonguedorsum:553174	Oral	-0.09021741235944	Private	553174	861967750	tonguedorsum	ref_mOTU_v2_0686	Remained
763496533:throat:ref_mOTU_v2_0686	Oral	-0.11352771628359999	Private	ref_mOTU_v2_0686	763496533	throat	763496533:throat:ref_mOTU_v2_0686	763496533:throat:553174	Oral	-0.1263644229471	Private	553174	763496533	throat	ref_mOTU_v2_0686	Remained
763961826:throat:ref_mOTU_v2_0686	Oral	-0.12932079188652998	Private	ref_mOTU_v2_0686	763961826	throat	763961826:throat:ref_mOTU_v2_0686	763961826:throat:553174	Oral	-0.14498996681208	Private	553174	763961826	throat	ref_mOTU_v2_0686	Remained
158883629:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.071496657772558	Private	ref_mOTU_v2_0907	158883629	tonguedorsum	158883629:tonguedorsum:ref_mOTU_v2_0907	158883629:tonguedorsum:1236504	Oral	-0.04517346058814	Private	1236504	158883629	tonguedorsum	ref_mOTU_v2_0907	Remained
158944319:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.02490233300309999	Private	ref_mOTU_v2_0907	158944319	tonguedorsum	158944319:tonguedorsum:ref_mOTU_v2_0907	158944319:tonguedorsum:1236504	Oral	-0.0482640277499	Private	1236504	158944319	tonguedorsum	ref_mOTU_v2_0907	Remained
159227541:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1024598470535	Private	ref_mOTU_v2_0907	159227541	tonguedorsum	159227541:tonguedorsum:ref_mOTU_v2_0907	159227541:tonguedorsum:1236504	Oral	-0.098387347628	Private	1236504	159227541	tonguedorsum	ref_mOTU_v2_0907	Remained
159551223:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.12142480902800401	Private	ref_mOTU_v2_0907	159551223	tonguedorsum	159551223:tonguedorsum:ref_mOTU_v2_0907	159551223:tonguedorsum:1236504	Oral	-0.10616562512014	Private	1236504	159551223	tonguedorsum	ref_mOTU_v2_0907	Remained
159611913:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.146784191367871	Private	ref_mOTU_v2_0907	159611913	tonguedorsum	159611913:tonguedorsum:ref_mOTU_v2_0907	159611913:tonguedorsum:1236504	Oral	-0.17189885154264	Private	1236504	159611913	tonguedorsum	ref_mOTU_v2_0907	Remained
160319967:tonguedorsum:ref_mOTU_v2_0907	Oral	0.07346232122700003	Not Private	ref_mOTU_v2_0907	160319967	tonguedorsum	160319967:tonguedorsum:ref_mOTU_v2_0907	160319967:tonguedorsum:1236504	Oral	0.08821711134690001	Not Private	1236504	160319967	tonguedorsum	ref_mOTU_v2_0907	Remained
160421117:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09543446926839999	Private	ref_mOTU_v2_0907	160421117	tonguedorsum	160421117:tonguedorsum:ref_mOTU_v2_0907	160421117:tonguedorsum:1236504	Oral	-0.1205983524251	Private	1236504	160421117	tonguedorsum	ref_mOTU_v2_0907	Remained
160502038:tonguedorsum:ref_mOTU_v2_0907	Oral	0.0329239783817	Not Private	ref_mOTU_v2_0907	160502038	tonguedorsum	160502038:tonguedorsum:ref_mOTU_v2_0907	160502038:tonguedorsum:1236504	Oral	0.009276459742900006	Not Private	1236504	160502038	tonguedorsum	ref_mOTU_v2_0907	Remained
160582958:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.040024571800299995	Private	ref_mOTU_v2_0907	160582958	tonguedorsum	160582958:tonguedorsum:ref_mOTU_v2_0907	160582958:tonguedorsum:1236504	Oral	-0.04788738696269999	Private	1236504	160582958	tonguedorsum	ref_mOTU_v2_0907	Remained
160603188:tonguedorsum:ref_mOTU_v2_0907	Oral	0.012745009845700001	Not Private	ref_mOTU_v2_0907	160603188	tonguedorsum	160603188:tonguedorsum:ref_mOTU_v2_0907	160603188:tonguedorsum:1236504	Oral	-0.0263401164051	Private	1236504	160603188	tonguedorsum	ref_mOTU_v2_0907	Changed
246515023:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.013687660411859998	Private	ref_mOTU_v2_0907	246515023	tonguedorsum	246515023:tonguedorsum:ref_mOTU_v2_0907	246515023:tonguedorsum:1236504	Oral	-0.02975497269535	Private	1236504	246515023	tonguedorsum	ref_mOTU_v2_0907	Remained
508703490:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1298520497777	Private	ref_mOTU_v2_0907	508703490	tonguedorsum	508703490:tonguedorsum:ref_mOTU_v2_0907	508703490:tonguedorsum:1236504	Oral	-0.12836057064133002	Private	1236504	508703490	tonguedorsum	ref_mOTU_v2_0907	Remained
550534656:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.182546239575551	Private	ref_mOTU_v2_0907	550534656	tonguedorsum	550534656:tonguedorsum:ref_mOTU_v2_0907	550534656:tonguedorsum:1236504	Oral	-0.1405239408886	Private	1236504	550534656	tonguedorsum	ref_mOTU_v2_0907	Remained
638754422:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.014561521626999974	Private	ref_mOTU_v2_0907	638754422	tonguedorsum	638754422:tonguedorsum:ref_mOTU_v2_0907	638754422:tonguedorsum:1236504	Oral	-0.024276637012999994	Private	1236504	638754422	tonguedorsum	ref_mOTU_v2_0907	Remained
663835652:tonguedorsum:ref_mOTU_v2_0907	Oral	0.032730086938339994	Not Private	ref_mOTU_v2_0907	663835652	tonguedorsum	663835652:tonguedorsum:ref_mOTU_v2_0907	663835652:tonguedorsum:1236504	Oral	-0.0110670365361	Private	1236504	663835652	tonguedorsum	ref_mOTU_v2_0907	Changed
675950834:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09020727774650002	Private	ref_mOTU_v2_0907	675950834	tonguedorsum	675950834:tonguedorsum:ref_mOTU_v2_0907	675950834:tonguedorsum:1236504	Oral	-0.06477503520069999	Private	1236504	675950834	tonguedorsum	ref_mOTU_v2_0907	Remained
737052003:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.13471866327289	Private	ref_mOTU_v2_0907	737052003	tonguedorsum	737052003:tonguedorsum:ref_mOTU_v2_0907	737052003:tonguedorsum:1236504	Oral	-0.16243487946885	Private	1236504	737052003	tonguedorsum	ref_mOTU_v2_0907	Remained
763536994:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.06181517134827	Private	ref_mOTU_v2_0907	763536994	tonguedorsum	763536994:tonguedorsum:ref_mOTU_v2_0907	763536994:tonguedorsum:1236504	Oral	-0.095859009611146	Private	1236504	763536994	tonguedorsum	ref_mOTU_v2_0907	Remained
763577454:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.006232868226599998	Private	ref_mOTU_v2_0907	763577454	tonguedorsum	763577454:tonguedorsum:ref_mOTU_v2_0907	763577454:tonguedorsum:1236504	Oral	-0.03926134948914	Private	1236504	763577454	tonguedorsum	ref_mOTU_v2_0907	Remained
763901136:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.046143152278000005	Private	ref_mOTU_v2_0907	763901136	tonguedorsum	763901136:tonguedorsum:ref_mOTU_v2_0907	763901136:tonguedorsum:1236504	Oral	-0.020137536628699992	Private	1236504	763901136	tonguedorsum	ref_mOTU_v2_0907	Remained
763982056:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.017652116585399988	Private	ref_mOTU_v2_0907	763982056	tonguedorsum	763982056:tonguedorsum:ref_mOTU_v2_0907	763982056:tonguedorsum:1236504	Oral	0.014460910388199993	Not Private	1236504	763982056	tonguedorsum	ref_mOTU_v2_0907	Changed
764143897:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.168976394212581	Private	ref_mOTU_v2_0907	764143897	tonguedorsum	764143897:tonguedorsum:ref_mOTU_v2_0907	764143897:tonguedorsum:1236504	Oral	-0.16980396203426	Private	1236504	764143897	tonguedorsum	ref_mOTU_v2_0907	Remained
764325968:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.11457646223839998	Private	ref_mOTU_v2_0907	764325968	tonguedorsum	764325968:tonguedorsum:ref_mOTU_v2_0907	764325968:tonguedorsum:1236504	Oral	-0.08737004752799998	Private	1236504	764325968	tonguedorsum	ref_mOTU_v2_0907	Remained
764811490:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.09270468355809999	Private	ref_mOTU_v2_0907	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_0907	764811490:tonguedorsum:1236504	Oral	-0.1073863326982	Private	1236504	764811490	tonguedorsum	ref_mOTU_v2_0907	Remained
765074482:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.1432490239112	Private	ref_mOTU_v2_0907	765074482	tonguedorsum	765074482:tonguedorsum:ref_mOTU_v2_0907	765074482:tonguedorsum:1236504	Oral	-0.1634163365041	Private	1236504	765074482	tonguedorsum	ref_mOTU_v2_0907	Remained
765094712:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.0931041578929	Private	ref_mOTU_v2_0907	765094712	tonguedorsum	765094712:tonguedorsum:ref_mOTU_v2_0907	765094712:tonguedorsum:1236504	Oral	-0.1036521258205	Private	1236504	765094712	tonguedorsum	ref_mOTU_v2_0907	Remained
823052294:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.0646253387475	Private	ref_mOTU_v2_0907	823052294	tonguedorsum	823052294:tonguedorsum:ref_mOTU_v2_0907	823052294:tonguedorsum:1236504	Oral	-0.08993084580170001	Private	1236504	823052294	tonguedorsum	ref_mOTU_v2_0907	Remained
857980665:tonguedorsum:ref_mOTU_v2_0907	Oral	-0.144869630909943	Private	ref_mOTU_v2_0907	857980665	tonguedorsum	857980665:tonguedorsum:ref_mOTU_v2_0907	857980665:tonguedorsum:1236504	Oral	-0.14846073114444	Private	1236504	857980665	tonguedorsum	ref_mOTU_v2_0907	Remained
158337416:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.061084201577	Private	ref_mOTU_v2_1042	158337416	supragingivalplaque	158337416:supragingivalplaque:ref_mOTU_v2_1042	158337416:supragingivalplaque:479436	Oral	-0.0740020576636	Private	479436	158337416	supragingivalplaque	ref_mOTU_v2_1042	Remained
158499257:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.034092877121100006	Private	ref_mOTU_v2_1042	158499257	supragingivalplaque	158499257:supragingivalplaque:ref_mOTU_v2_1042	158499257:supragingivalplaque:479436	Oral	-0.08414862838950002	Private	479436	158499257	supragingivalplaque	ref_mOTU_v2_1042	Remained
158944319:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.044286904649900004	Private	ref_mOTU_v2_1042	158944319	supragingivalplaque	158944319:supragingivalplaque:ref_mOTU_v2_1042	158944319:supragingivalplaque:479436	Oral	-0.0538439581913	Private	479436	158944319	supragingivalplaque	ref_mOTU_v2_1042	Remained
159207311:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.026077311771599998	Private	ref_mOTU_v2_1042	159207311	supragingivalplaque	159207311:supragingivalplaque:ref_mOTU_v2_1042	159207311:supragingivalplaque:479436	Oral	-0.02504750031700001	Private	479436	159207311	supragingivalplaque	ref_mOTU_v2_1042	Remained
159268001:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0223248921187	Private	ref_mOTU_v2_1042	159268001	supragingivalplaque	159268001:supragingivalplaque:ref_mOTU_v2_1042	159268001:supragingivalplaque:479436	Oral	-0.0210569587564	Private	479436	159268001	supragingivalplaque	ref_mOTU_v2_1042	Remained
159369152:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.042909462183099996	Private	ref_mOTU_v2_1042	159369152	supragingivalplaque	159369152:supragingivalplaque:ref_mOTU_v2_1042	159369152:supragingivalplaque:479436	Oral	-0.0665138954036	Private	479436	159369152	supragingivalplaque	ref_mOTU_v2_1042	Remained
159571453:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.016805195120799997	Private	ref_mOTU_v2_1042	159571453	supragingivalplaque	159571453:supragingivalplaque:ref_mOTU_v2_1042	159571453:supragingivalplaque:479436	Oral	-0.017669026826799994	Private	479436	159571453	supragingivalplaque	ref_mOTU_v2_1042	Remained
160178356:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.02514496672399999	Not Private	ref_mOTU_v2_1042	160178356	supragingivalplaque	160178356:supragingivalplaque:ref_mOTU_v2_1042	160178356:supragingivalplaque:479436	Oral	0.00492953192029999	Not Private	479436	160178356	supragingivalplaque	ref_mOTU_v2_1042	Remained
160319967:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0023635700698000014	Not Private	ref_mOTU_v2_1042	160319967	supragingivalplaque	160319967:supragingivalplaque:ref_mOTU_v2_1042	160319967:supragingivalplaque:479436	Oral	-0.014940097420400006	Private	479436	160319967	supragingivalplaque	ref_mOTU_v2_1042	Changed
160380657:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.011972436761500005	Not Private	ref_mOTU_v2_1042	160380657	supragingivalplaque	160380657:supragingivalplaque:ref_mOTU_v2_1042	160380657:supragingivalplaque:479436	Oral	-0.007317444537199999	Private	479436	160380657	supragingivalplaque	ref_mOTU_v2_1042	Changed
160582958:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.1083611404556	Not Private	ref_mOTU_v2_1042	160582958	supragingivalplaque	160582958:supragingivalplaque:ref_mOTU_v2_1042	160582958:supragingivalplaque:479436	Oral	0.09568150957240001	Not Private	479436	160582958	supragingivalplaque	ref_mOTU_v2_1042	Remained
508703490:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.012906209934299993	Private	ref_mOTU_v2_1042	508703490	supragingivalplaque	508703490:supragingivalplaque:ref_mOTU_v2_1042	508703490:supragingivalplaque:479436	Oral	-0.014155651749000006	Private	479436	508703490	supragingivalplaque	ref_mOTU_v2_1042	Remained
604812005:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0104219548507	Private	ref_mOTU_v2_1042	604812005	supragingivalplaque	604812005:supragingivalplaque:ref_mOTU_v2_1042	604812005:supragingivalplaque:479436	Oral	-0.019753570887100003	Private	479436	604812005	supragingivalplaque	ref_mOTU_v2_1042	Remained
763496533:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0314632893273	Private	ref_mOTU_v2_1042	763496533	supragingivalplaque	763496533:supragingivalplaque:ref_mOTU_v2_1042	763496533:supragingivalplaque:479436	Oral	-0.0510306015339	Private	479436	763496533	supragingivalplaque	ref_mOTU_v2_1042	Remained
763901136:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.04377561707850001	Private	ref_mOTU_v2_1042	763901136	supragingivalplaque	763901136:supragingivalplaque:ref_mOTU_v2_1042	763901136:supragingivalplaque:479436	Oral	-0.06372280783459999	Private	479436	763901136	supragingivalplaque	ref_mOTU_v2_1042	Remained
763961826:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0031738855761000023	Not Private	ref_mOTU_v2_1042	763961826	supragingivalplaque	763961826:supragingivalplaque:ref_mOTU_v2_1042	763961826:supragingivalplaque:479436	Oral	-0.007902037778799997	Private	479436	763961826	supragingivalplaque	ref_mOTU_v2_1042	Changed
763982056:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.017096659562599995	Private	ref_mOTU_v2_1042	763982056	supragingivalplaque	763982056:supragingivalplaque:ref_mOTU_v2_1042	763982056:supragingivalplaque:479436	Oral	-0.022736870658700004	Private	479436	763982056	supragingivalplaque	ref_mOTU_v2_1042	Remained
764143897:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.045764033372599995	Private	ref_mOTU_v2_1042	764143897	supragingivalplaque	764143897:supragingivalplaque:ref_mOTU_v2_1042	764143897:supragingivalplaque:479436	Oral	-0.0648897268242	Private	479436	764143897	supragingivalplaque	ref_mOTU_v2_1042	Remained
764285508:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.0149435509942	Private	ref_mOTU_v2_1042	764285508	supragingivalplaque	764285508:supragingivalplaque:ref_mOTU_v2_1042	764285508:supragingivalplaque:479436	Oral	-0.007569659968000006	Private	479436	764285508	supragingivalplaque	ref_mOTU_v2_1042	Remained
764305738:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.0332093672334	Not Private	ref_mOTU_v2_1042	764305738	supragingivalplaque	764305738:supragingivalplaque:ref_mOTU_v2_1042	764305738:supragingivalplaque:479436	Oral	0.028753431752399985	Not Private	479436	764305738	supragingivalplaque	ref_mOTU_v2_1042	Remained
764366428:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.03498656462639999	Private	ref_mOTU_v2_1042	764366428	supragingivalplaque	764366428:supragingivalplaque:ref_mOTU_v2_1042	764366428:supragingivalplaque:479436	Oral	-0.0545295617505	Private	479436	764366428	supragingivalplaque	ref_mOTU_v2_1042	Remained
764508039:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.057484970897	Private	ref_mOTU_v2_1042	764508039	supragingivalplaque	764508039:supragingivalplaque:ref_mOTU_v2_1042	764508039:supragingivalplaque:479436	Oral	-0.059275631075700004	Private	479436	764508039	supragingivalplaque	ref_mOTU_v2_1042	Remained
765013792:supragingivalplaque:ref_mOTU_v2_1042	Oral	0.025272589110000007	Not Private	ref_mOTU_v2_1042	765013792	supragingivalplaque	765013792:supragingivalplaque:ref_mOTU_v2_1042	765013792:supragingivalplaque:479436	Oral	0.03398451039549999	Not Private	479436	765013792	supragingivalplaque	ref_mOTU_v2_1042	Remained
765094712:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.028076813815899992	Private	ref_mOTU_v2_1042	765094712	supragingivalplaque	765094712:supragingivalplaque:ref_mOTU_v2_1042	765094712:supragingivalplaque:479436	Oral	-0.0357771681138	Private	479436	765094712	supragingivalplaque	ref_mOTU_v2_1042	Remained
823052294:supragingivalplaque:ref_mOTU_v2_1042	Oral	-0.04747066272929999	Private	ref_mOTU_v2_1042	823052294	supragingivalplaque	823052294:supragingivalplaque:ref_mOTU_v2_1042	823052294:supragingivalplaque:479436	Oral	-0.0641142190264	Private	479436	823052294	supragingivalplaque	ref_mOTU_v2_1042	Remained
158458797:tonguedorsum:ref_mOTU_v2_1056	Oral	-0.010944411163000003	Private	ref_mOTU_v2_1056	158458797	tonguedorsum	158458797:tonguedorsum:ref_mOTU_v2_1056	158458797:tonguedorsum:435830	Oral	-0.013566929719000004	Private	435830	158458797	tonguedorsum	ref_mOTU_v2_1056	Remained
