SampleID	Site
TARA_109_MES_0.22-3_G	OC
TARA_109_SRF_0.22-3_G	OC
TARA_110_DCM_0.22-3_G	OC
TARA_110_MES_0.22-3_G	OC
TARA_110_SRF_0.22-3_G	OC
TARA_111_DCM_0.22-3_G	OC
TARA_111_MES_0.22-3_G	OC
TARA_111_SRF_0.22-3_G	OC
TARA_112_DCM_0.22-3_G	OC
TARA_112_MES_0.22-3_G	OC
TARA_112_SRF_0.22-3_G	OC
TARA_122_DCM_0.22-3_G	OC
TARA_122_MES_0.22-3_G	OC
TARA_122_SRF_0.22-3_G	OC
TARA_123_MIX_0.22-3_G	OC
TARA_123_SRF_0.22-3_G	OC
TARA_124_MIX_0.22-3_G	OC
TARA_124_SRF_0.22-3_G	OC
TARA_125_MIX_0.22-3_G	OC
TARA_125_SRF_0.22-3_G	OC
TARA_128_DCM_0.22-3_G	OC
TARA_128_SRF_0.22-3_G	OC
TARA_132_DCM_0.22-3_G	OC
TARA_132_MES_0.22-3_G	OC
TARA_132_SRF_0.22-3_G	OC
TARA_133_DCM_0.22-3_G	OC
TARA_133_MES_0.22-3_G	OC
TARA_133_SRF_0.22-3_G	OC
TARA_137_DCM_0.22-3_G	OC
TARA_137_MES_0.22-3_G	OC
TARA_137_SRF_0.22-3_G	OC
TARA_138_DCM_0.22-3_G	OC
TARA_138_MES_0.22-3_G	OC
TARA_138_SRF_0.22-3_G	OC
TARA_140_SRF_0.22-3_G	OC
TARA_141_SRF_0.22-3_G	OC
TARA_142_DCM_0.22-3_G	OC
TARA_142_MES_0.22-3_G	OC
TARA_142_SRF_0.22-3_G	OC
TARA_145_MES_0.22-3_G	OC
TARA_145_SRF_0.22-3_G	OC
TARA_146_MES_0.22-3_G	OC
TARA_146_SRF_0.22-3_G	OC
TARA_148_SRF_0.22-3_G	OC
TARA_148b_MES_0.22-3_G	OC
TARA_149_MES_0.22-3_G	OC
TARA_149_SRF_0.22-3_G	OC
TARA_150_DCM_0.22-3_G	OC
TARA_150_SRF_0.22-3_G	OC
TARA_151_DCM_0.22-3_G	OC
TARA_151_SRF_0.22-3_G	OC
TARA_152_MES_0.22-3_G	OC
TARA_152_MIX_0.22-3_G	OC
TARA_152_SRF_0.22-3_G	OC
TARA_155_DCM_0.22-3_G	OC
TARA_155_MES_0.22-3_G	OC
TARA_155_SRF_0.22-3_G	OC
TARA_158_DCM_0.22-3_G	OC
TARA_158_MES_0.22-3_G	OC
TARA_158_SRF_0.22-3_G	OC
TARA_163_MES_0.22-3_G	OC
TARA_163_SRF_0.22-3_G	OC
TARA_168_DCM_0.22-3_G	OC
TARA_168_IZZ_0.22-3_G	OC
TARA_168_SRF_0.22-3_G	OC
TARA_173_DCM_0.22-3_G	OC
TARA_173_IZZ_0.22-3_G	OC
TARA_173_SRF_0.22-3_G	OC
TARA_175_SRF_0.22-3_G	OC
TARA_175_ZZZ_0.22-3_G	OC
TARA_178_SRF_0.22-3_G	OC
TARA_180_SRF_0.22-3_G	OC
TARA_180_ZZZ_0.22-3_G	OC
TARA_188_DCM_0.22-3_G	OC
TARA_188_SRF_0.22-3_G	OC
TARA_189_DCM_0.22-3_G	OC
TARA_189_MES_0.22-3_G	OC
TARA_189_SRF_0.22-3_G	OC
TARA_191_SRF_0.22-3_G	OC
TARA_193_SRF_0.22-3_G	OC
TARA_194_DCM_0.22-3_G	OC
TARA_194_SRF_0.22-3_G	OC
TARA_196_SRF_0.22-3_G	OC
TARA_201_DCM_0.22-3_G	OC
TARA_201_MES_0.22-3_G	OC
TARA_201_SRF_0.22-3_G	OC
TARA_205_MES_0.22-3_G	OC
TARA_205_SRF_0.22-3_G	OC
TARA_206_MES_0.22-3_G	OC
TARA_206_SRF_0.22-3_G	OC
TARA_208_SRF_0.22-3_G	OC
TARA_209_MES_0.22-3_G	OC
TARA_209_SRF_0.22-3_G	OC
TARA_210_MES_0.22-3_G	OC
TARA_210_SRF_0.22-3_G	OC
V1.CD1-0	ST
V1.CD1-0-PN	ST
V1.CD1-0-PT	ST
V1.CD1-3-PN	ST
V1.CD10-0	ST
V1.CD11-0	ST
V1.CD12-0	ST
V1.CD12-3	ST
V1.CD13-0	ST
V1.CD14-0	ST
V1.CD15-0	ST
V1.CD15-3	ST
V1.CD16-0	ST
V1.CD17-0	ST
V1.CD17-4	ST
V1.CD18-0	ST
V1.CD18-3	ST
V1.CD19-0	ST
V1.CD2-0	ST
V1.CD2-0-PN	ST
V1.CD2-0-PT	ST
V1.CD20-0	ST
V1.CD20-4	ST
V1.CD21-0	ST
V1.CD21-4	ST
V1.CD22-0	ST
V1.CD24-0	ST
V1.CD25-0	ST
V1.CD25-4	ST
V1.CD27-0	ST
V1.CD28-0	ST
V1.CD29-0	ST
V1.CD3-0	ST
V1.CD3-0-PN	ST
V1.CD3-0-PT	ST
V1.CD3-3-PN	ST
V1.CD30-0	ST
V1.CD31-0	ST
V1.CD32-0	ST
V1.CD32-4	ST
V1.CD34-0	ST
V1.CD35-0	ST
V1.CD35-1	ST
V1.CD36-0	ST
V1.CD37-4	ST
V1.CD38-0	ST
V1.CD4-0	ST
V1.CD4-0-PN	ST
V1.CD4-0-PT	ST
V1.CD40-0	ST
V1.CD41-0	ST
V1.CD42-0	ST
V1.CD43-0	ST
V1.CD44-0	ST
V1.CD44-4	ST
V1.CD45-0	ST
V1.CD46-0	ST
V1.CD48-0	ST
V1.CD49-0	ST
V1.CD5-0-PN	ST
V1.CD50-0	ST
V1.CD51-0	ST
V1.CD52-0	ST
V1.CD53-0	ST
V1.CD54-0	ST
V1.CD55-0	ST
V1.CD6-0	ST
V1.CD6-0-PN	ST
V1.CD6-0-PT	ST
V1.CD6-4	ST
V1.CD7-0	ST
V1.CD7-0-PN	ST
V1.CD7-4	ST
V1.CD8-0	ST
V1.CD8-0-PN	ST
V1.CD9-0	ST
V1.FI01	ST
V1.FI02	ST
V1.FI03	ST
V1.FI04	ST
V1.FI05	ST
V1.FI06	ST
V1.FI07	ST
V1.FI08	ST
V1.FI09	ST
V1.FI10	ST
V1.FI11	ST
V1.FI12	ST
V1.FI13	ST
V1.FI14	ST
V1.FI15	ST
V1.FI16	ST
V1.FI17	ST
V1.FI18	ST
V1.FI19	ST
V1.FI20	ST
V1.FI21	ST
V1.FI22	ST
V1.FI23	ST
V1.FI24	ST
V1.FI25	ST
V1.FI26	ST
V1.FI27	ST
V1.FI28	ST
V1.FI29	ST
V1.FI30	ST
V1.FI31	ST
V1.FI32	ST
V1.FI33	ST
V1.FI34	ST
V1.FI35	ST
V1.FI36	ST
V1.FI37	ST
V1.UC1-0	ST
V1.UC10-0	ST
V1.UC10-2	ST
V1.UC11-0	ST
V1.UC11-5	ST
V1.UC12-0	ST
V1.UC12-4	ST
V1.UC13-0	ST
V1.UC13-3	ST
V1.UC14-0	ST
V1.UC14-1	ST
V1.UC15-0	ST
V1.UC15-3	ST
V1.UC16-0	ST
V1.UC17-0	ST
V1.UC17-2	ST
V1.UC18-0	ST
V1.UC19-0	ST
V1.UC2-0	ST
V1.UC2-4	ST
V1.UC21-0	ST
V1.UC21-4	ST
V1.UC22-1	ST
V1.UC23-0	ST
V1.UC23-1	ST
V1.UC24-0	ST
V1.UC25-0	ST
V1.UC25-1	ST
V1.UC26-0	ST
V1.UC26-4	ST
V1.UC27-0	ST
V1.UC28-0	ST
V1.UC29-0	ST
V1.UC3-0	ST
V1.UC3-2	ST
V1.UC30-0	ST
V1.UC31-0	ST
V1.UC31-4	ST
V1.UC32-0	ST
V1.UC33-0	ST
V1.UC34-0	ST
V1.UC35-0	ST
V1.UC35-4	ST
V1.UC36-0	ST
V1.UC37-0	ST
V1.UC38-0	ST
V1.UC38-4	ST
V1.UC39-0	ST
V1.UC39-4	ST
V1.UC4-0	ST
V1.UC4-5	ST
V1.UC40-0	ST
V1.UC40-1	ST
V1.UC41-0	ST
V1.UC42-0	ST
V1.UC43-0	ST
V1.UC44-0	ST
V1.UC45-0	ST
V1.UC46-0	ST
V1.UC47-0	ST
V1.UC47-4	ST
V1.UC48-0	ST
V1.UC49-0	ST
V1.UC49-1	ST
V1.UC5-0	ST
V1.UC5-3	ST
V1.UC50-1	ST
V1.UC51-0	ST
V1.UC51-4	ST
V1.UC52-0	ST
V1.UC52-1	ST
V1.UC53-0	ST
V1.UC53-4	ST
V1.UC54-0	ST
V1.UC54-4	ST
V1.UC55-0	ST
V1.UC55-4	ST
V1.UC56-0	ST
V1.UC56-1	ST
V1.UC57-0	ST
V1.UC58-0	ST
V1.UC58-4	ST
V1.UC59-0	ST
V1.UC59-4	ST
V1.UC6-0	ST
V1.UC60-0	ST
V1.UC61-0	ST
V1.UC62-0	ST
V1.UC63-0	ST
V1.UC64-0	ST
V1.UC7-0	ST
V1.UC8-0	ST
V1.UC9-0	ST
alien-11-0-0	ST
alien-11-2-0	ST
alien-11-376-0	ST
alien-11-377-0	ST
alien-11-378-0	ST
alien-11-380-0	ST
alien-11-392-1	ST
alien-11-392-2	ST
alien-11-392-3	ST
alien-11-60-0	ST
alien-11-600-0	ST
alien-11-630-0	ST
alien-11-632-0	ST
alien-11-637-0	ST
alien-11-7-0	ST
alien-11-773-0	ST
alien-12-7-0	ST
alien-13-392-1	ST
alien-13-392-2	ST
alien-13-392-3	ST
alien-13-7-0	ST
bugkiller-11-0-0	ST
bugkiller-11-2-0	ST
bugkiller-11-392-1	ST
bugkiller-11-392-2	ST
bugkiller-11-392-3	ST
bugkiller-11-60-0	ST
bugkiller-11-600-0	ST
bugkiller-11-7-0	ST
bugkiller-11-773-0	ST
bugkiller-12-7-0	ST
bugkiller-13-392-1	ST
bugkiller-13-392-2	ST
bugkiller-13-392-3	ST
bugkiller-13-7-0	ST
daisy-11-0-0	ST
daisy-11-2-0	ST
daisy-11-60-0	ST
daisy-11-7-0	ST
halbarad-11-0-0	ST
halbarad-11-2-0	ST
halbarad-11-392-0	ST
halbarad-11-7-0	ST
halbarad-12-7-0	ST
halbarad-13-7-0	ST
peacemaker-11-0-0	ST
peacemaker-11-2-0	ST
peacemaker-11-392-1	ST
peacemaker-11-392-2	ST
peacemaker-11-392-3	ST
peacemaker-11-60-0	ST
peacemaker-11-600-0	ST
peacemaker-11-7-0	ST
peacemaker-11-773-0	ST
peacemaker-12-7-0	ST
peacemaker-13-392-1	ST
peacemaker-13-392-2	ST
peacemaker-13-392-3	ST
peacemaker-13-7-0	ST
scavenger-11-0-0	ST
scavenger-11-2-0	ST
scavenger-11-392-0	ST
scavenger-11-60-0	ST
scavenger-11-7-0	ST
scavenger-12-7-0	ST
scavenger-13-7-0	ST
tigress-11-0-0	ST
tigress-11-2-0	ST
tigress-11-60-0	ST
tigress-11-7-0	ST
